,STOP_ID_ANONY,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR
141,142,ROBBERY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),21,FEMALE,WHITE HISPANIC,5.6,130,THN,BRO,BLN
142,143,BURGLARY,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),41,MALE,WHITE HISPANIC,5.6,200,(null),(null),BLK
143,144,BURGLARY,N,Y,Y,Y,Y,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),47,MALE,WHITE HISPANIC,5.5,175,U,(null),BLK
144,145,ASSAULT,Y,Y,N,N,N,N,(null),(null),(null),N,Y,(null),Y,(null),(null),(null),(null),Y,20,MALE,ASIAN / PACIFIC ISLANDER,5.8,180,MED,BRO,BLK
145,146,GRAND LARCENY,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),40,MALE,WHITE,5.11,170,MED,BRO,BRO
146,147,ASSAULT,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),18,MALE,BLACK,5.1,180,THN,BRO,BLK
147,148,ASSAULT,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),23,MALE,BLACK,5.6,150,MED,BRO,BLK
148,149,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,27,MALE,WHITE HISPANIC,5.7,165,MED,BLK,BLK
149,150,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,27,MALE,WHITE HISPANIC,5.11,185,MED,BRO,BLK
150,151,GRAND LARCENY AUTO,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),47,MALE,WHITE,5.7,150,THN,GRN,BLD
151,152,OTHER,N,N,N,N,N,N,(null),(null),(null),N,Y,(null),Y,(null),(null),(null),(null),(null),34,MALE,WHITE HISPANIC,5.8,150,MED,BRO,BLK
152,153,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,48,(null),ASIAN / PACIFIC ISLANDER,5.7,150,MED,BLK,BLK
153,154,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),19,MALE,WHITE,5.11,150,MED,ZZZ,BLN
154,155,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,26,MALE,WHITE HISPANIC,5.6,165,THN,BRO,BLK
155,156,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,23,MALE,BLACK,5.8,160,THN,BRO,BLK
156,157,OTHER,N,Y,N,N,N,Y,(null),(null),(null),N,Y,(null),Y,(null),(null),(null),(null),(null),17,MALE,BLACK,5.4,140,THN,BLK,BLK
157,158,GRAND LARCENY,N,N,N,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),23,MALE,BLACK,5.9,160,MED,BRO,BLK
158,159,GRAND LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),21,MALE,BLACK,6,155,MED,BRO,BLK
159,160,GRAND LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),25,MALE,BLACK,6.4,174,MED,BRO,BLK
160,161,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),25,MALE,WHITE,5.11,175,MED,BRO,BRO
161,162,CRIMINAL TRESPASS,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),25,FEMALE,BLACK,5.1,160,MED,BRO,ZZZ
162,163,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,31,FEMALE,WHITE,5,100,THN,(null),BLK
163,164,ASSAULT,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),FEMALE,WHITE,5.9,110,THN,ZZZ,BLN
164,165,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),MALE,BLACK,5.8,150,THN,BRO,BLK
165,166,BURGLARY,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),33,MALE,BLACK,5.7,160,MED,BRO,XXX
166,167,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),39,MALE,WHITE HISPANIC,5.9,175,MED,BRO,BLD
167,168,ROBBERY,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),57,FEMALE,BLACK,5.11,110,THN,BRO,BLK
168,169,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),33,MALE,WHITE,6.2,200,MED,BRO,BRO
169,170,CRIMINAL MISCHIEF,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,6,200,MED,BRO,BLK
170,171,CRIMINAL TRESPASS,Y,N,Y,N,N,Y,(null),Y,(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),18,MALE,WHITE HISPANIC,6,220,MED,BRO,BRO
171,172,ROBBERY,N,N,N,N,(,N,(null),(null),(null),N,Y,(null),Y,(null),(null),(null),(null),Y,28,MALE,BLACK HISPANIC,6, ,MED,BLK,BLK
172,173,ASSAULT,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),51,MALE,WHITE HISPANIC,5.9,200,MED,(null),BLK
173,174,ROBBERY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),36,FEMALE,BLACK,5.6,165,HEA,BRO,BLK
174,175,ROBBERY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),42,MALE,BLACK,5.8,155,THN,BRO,BLD
175,176,CPW,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,24,MALE,BLACK,5.11,135,THN,BRO,BLK
176,177,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,22,MALE,BLACK,5.9,130,THN,BRO,BLK
177,178,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,FEMALE,BLACK,5.1,120,THN,BLK,BLK
178,179,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),17,FEMALE,BLACK,5.7,120,THN,BLK,BLK
179,180,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),19,FEMALE,BLACK,5.7,145,MED,BLK,BLK
180,181,CPW,N,N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,WHITE,6.2,170,THN,ZZZ,BRO
181,182,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,22,MALE,BLACK,5.8,150,THN,BLK,BLK
182,183,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),33,MALE,WHITE HISPANIC,5.7,170,THN,BRO,BLK
183,184,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),32,MALE,WHITE,5.1,190,HEA,BLK,BLD
184,185,ASSAULT,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,23,MALE,BLACK,6.4,240,U,BLK,BLK
185,186,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,23,MALE,WHITE,5.8,160,THN,BRO,BLK
186,187,ASSAULT,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,57,MALE,BLACK,5.11,185,MED,BRO,BLK
187,188,GRAND LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),40,MALE,ASIAN / PACIFIC ISLANDER,5.6,150,THN,BRO,BLK
188,189,PETIT LARCENY,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),58,MALE,ASIAN / PACIFIC ISLANDER,5.8,155,MED,BRO,BLK
189,190,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,19,FEMALE,BLACK,5.6,150,THN,BRO,BLK
190,191,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,(null),MALE,BLACK HISPANIC,5.5,145,THN,BRO,BLK
191,192,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,22,FEMALE,BLACK HISPANIC,5.3,220,HEA,BRO,BLK
192,193,ROBBERY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,43,MALE,BLACK,5.6,140,MED,BLK,BLK
193,194,CPW,N,N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),26,MALE,WHITE,5.9,175,MED,BLK,BRO
194,195,CPW,N,N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),60,MALE,WHITE,5.11,180,MED,BRO,BLK
195,196,GRAND LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,37,MALE,BLACK,6,220,MED,BLK,BLK
196,197,ASSAULT,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),14,MALE,BLACK,5.2,100,THN,BRO,BLK
197,198,CPW,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,16,MALE,BLACK,5.4,100,THN,BRO,BLK
198,199,CPW,N,Y,N,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),15,MALE,BLACK,5,100,THN,BRO,BLK
199,200,ASSAULT,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),14,MALE,BLACK,5.5,120,THN,BRO,BLK
200,201,ROBBERY,N,Y,N,N,Y,N,(null),(null),(null),N,Y,(null),Y,(null),Y,(null),(null),Y,26,MALE,BLACK HISPANIC,5.5,140,THN,BRO,BRO
201,202,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,19,MALE,BLACK HISPANIC,5.8,130,THN,BRO,BLK
202,203,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,19,MALE,BLACK,5.1,230,HEA,BRO,BLK
203,204,CRIMINAL TRESPASS,Y,N,Y,Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,56,FEMALE,BLACK HISPANIC,5.2,110,THN,BRO,BRO
204,205,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,Y,(null),Y,(null),(null),(null),(null),Y,40,MALE,WHITE HISPANIC,5.9,180,MED,BLK,BLD
205,206,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),39,MALE,WHITE HISPANIC,6.1,150,THN,BRO,BLK
206,207,ASSAULT,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),23,MALE,BLACK,5.1,190,THN,BRO,BRO
207,208,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,52,MALE,BLACK,5.6,110,THN,BRO,GRY
208,209,CRIMINAL MISCHIEF,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,38,MALE,WHITE HISPANIC,5.9,130,THN,BRO,BLK
209,210,GRAND LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,17,MALE,BLACK,5.1,125,THN,BRO,BLK
210,211,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),36,MALE,BLACK HISPANIC,5.8,180,MED,BLK,BLK
211,212,CRIMINAL TRESPASS,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(null),Y,23,MALE,BLACK,6.1,200,U,BRO,BLK
212,213,ASSAULT,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),35,MALE,BLACK,6,239,HEA,BRO,BLK
213,214,ROBBERY,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),43,MALE,BLACK HISPANIC,5.6,160,MED,ZZZ,BLK
214,215,PETIT LARCENY,N,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,35,MALE,BLACK,5.1,180,MED,BLK,BLK
215,216,PETIT LARCENY,N,N,Y,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,30,FEMALE,BLACK HISPANIC,5.4,185,HEA,BRO,BRO
216,217,MENACING,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,54,MALE,BLACK,6,180,MED,BRO,BLK
217,218,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,82,FEMALE,ASIAN / PACIFIC ISLANDER,5,130,THN,BRO,BLK
218,219,CPW,N,N,N,N,N,N,(null),(null),Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),49,MALE,BLACK,5.3,120,THN,BRO,BLK
219,220,CRIMINAL TRESPASS,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),35,MALE,WHITE,6.1,175,THN,BRO,BLK
220,221,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,30,FEMALE,WHITE,4.11,110,THN,GRN,BLN
221,222,CRIMINAL TRESPASS,Y,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),28,MALE,WHITE,5.5,140,THN,BRO,BRO
222,223,OTHER,N,N,N,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),39,FEMALE,ASIAN / PACIFIC ISLANDER,5.5,120,THN,BRO,BRO
223,224,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),20,MALE,BLACK,5.1,180,MED,BRO,BLK
224,225,PETIT LARCENY,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),27,MALE,BLACK,6,160,THN,BRO,BLK
225,226,PETIT LARCENY,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),22,MALE,BLACK,5.1,150,THN,BRO,BLK
226,227,ASSAULT,Y,Y,Y,N,N,N,(null),(null),Y,Y,(null),Y,Y,(null),(null),(null),Y,Y,24,MALE,BLACK HISPANIC,5.7,165,MED,BRO,BLK
227,228,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),22,MALE,BLACK,6,150,THN,BRO,BLK
228,229,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,Y,(null),(null),(null),(null),(null),(null),Y,80,MALE,ASIAN / PACIFIC ISLANDER,5.6,150,MED,BRO,XXX
229,230,GRAND LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,33,MALE,BLACK,5.7,210,HEA,BRO,BLK
230,231,GRAND LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,33,FEMALE,BLACK,5.1,125,THN,BRO,BLK
231,232,GRAND LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,29,FEMALE,BLACK,5.4,150,MED,BRO,BLK
232,233,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,20,MALE,BLACK,5.1,150,THN,BRO,XXX
233,234,CRIMINAL MISCHIEF,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,30,MALE,WHITE HISPANIC,6.2,180,MED,BRO,BLK
234,235,CRIMINAL SALE OF MARIHUANA,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),Y,(null),(null),(null),(null),19,FEMALE,WHITE,5.5,100,THN,BRO,BLN
235,236,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),Y,(null),(null),(null),(null),17,MALE,WHITE,5.6,130,THN,BRO,BRO
236,237,CRIMINAL TRESPASS,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),Y,(null),(null),(null),(null),17,FEMALE,ASIAN / PACIFIC ISLANDER,5.2,110,THN,BRO,BRO
237,238,ROBBERY,Y,Y,Y,N,Y,N,(null),Y,(null),Y,(null),Y,Y,(null),(null),(null),(null),Y,23,MALE,BLACK HISPANIC,5.1,247,HEA,BRO,BLK
238,239,PETIT LARCENY,Y,N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),15,MALE,BLACK,5.8,120,THN,BRO,BLK
239,240,CPW,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),53,MALE,BLACK,6.1,350,HEA,BRO,BLK
240,241,CRIMINAL SALE OF CONTROLLED SUBSTANCE,Y,N,N,N,N,Y,(null),(null),(null),N,(null),(null),(null),Y,(null),(null),(null),(null),32,MALE,BLACK,6.1,200,MED,BRO,BLK
241,242,ROBBERY,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,42,MALE,BLACK,6.3,270,HEA,BRO,BLK
242,243,PETIT LARCENY,Y,N,Y,N,(,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),38,MALE,WHITE,5.1,175,MED,BRO,BRO
243,244,ASSAULT,N,Y,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,46,MALE,WHITE HISPANIC,5.6,170,MED,BRO,BLK
244,245,BURGLARY,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,28,MALE,WHITE,5.8,160,THN,BRO,BRO
245,246,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,46,FEMALE,WHITE,5.6,130,THN,ZZZ,XXX
246,247,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,57,MALE,BLACK,6.1,190,MED,BRO,XXX
247,248,OTHER,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),25,MALE,WHITE,5.11,190,MED,BRO,BLD
248,249,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),22,FEMALE,BLACK,5.2,120,THN,BRO,BLK
249,250,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),36,MALE,WHITE,5.6,150,THN,BLU,BRO
250,251,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,Y,Y,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),Y,(null),(null),(null),(null),56,MALE,BLACK,6.4,180,THN,BRO,BLK
251,252,CRIMINAL SALE OF CONTROLLED SUBSTANCE,N,Y,N,N,(,N,(null),(null),(null),N,(null),(null),(null),Y,(null),(null),(null),(null),55,MALE,WHITE HISPANIC,5.11,180,THN,BRO,BLK
252,253,ROBBERY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,30,MALE,BLACK,5.5,195,U,BLK,BLK
253,254,BURGLARY,Y,Y,Y,N,(,Y,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),Y,(null),49,MALE,BLACK,6,230,MED,BRO,BLK
254,255,PETIT LARCENY,Y,N,Y,N,(,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),28,MALE,WHITE,5.6,160,THN,BRO,BRO
255,256,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,58,MALE,BLACK,5.8,175,THN,BRO,BLK
256,257,CRIMINAL MISCHIEF,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),22,MALE,BLACK,5.8,160,THN,BRO,BLN
257,258,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,Y,(null),Y,(null),(null),(null),(null),(null),49,MALE,BLACK,5.7,160,MED,BRO,BLK
258,259,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),24,MALE,BLACK,5.9,170,MED,BRO,BLK
259,260,ROBBERY,N,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,19,MALE,BLACK,5.6,140,THN,BRO,BLK
260,261,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,(null),FEMALE,BLACK,5.5,110,THN,BLK,XXX
261,262,ROBBERY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,6.2,260,HEA,BRO,BLK
262,263,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,(null),MALE,BLACK,6,150,MED,(null),BLK
263,264,BURGLARY,Y,N,N,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,41,MALE,BLACK, ,170,THN,BRO,BLK
264,265,BURGLARY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(null),(null),27,MALE,BLACK,6,200,MED,BRO,BLK
265,266,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,Y,(null),Y,(null),(null),(null),(null),(null),22,MALE,BLACK,5.9,170,MED,BLK,BLK
266,267,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,Y,(null),Y,(null),(null),(null),(null),(null),22,MALE,BLACK,5.8,170,MED,BLK,BLD
267,268,GRAND LARCENY,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),60,MALE,WHITE,6.3,250,MED,BRO,BLK
268,269,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,29,MALE,BLACK,6.1,200,MED,BRO,BLK
269,270,CRIMINAL MISCHIEF,Y,N,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),24,MALE,BLACK,5.11,180,MED,BRO,BLK
270,271,CPSP,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),38,MALE,WHITE,5.6,180,MED,BRO,BLK
271,272,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,Y,(null),(null),(null),(null),Y,Y,Y,51,MALE,BLACK,5.1,165,THN,BRO,GRY
272,273,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),49,MALE,BLACK,6,170,THN,BRO,BLK
273,274,ROBBERY,Y,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),26,MALE,WHITE HISPANIC,5.7,150,THN,BRO,BRO
274,275,GRAND LARCENY,N,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,44,MALE,BLACK,5.9,160,THN,BRO,XXX
275,276,ASSAULT,Y,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),29,MALE,WHITE HISPANIC,5.1,220,HEA,BRO,BLK
276,277,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),42,MALE,WHITE,6,175,MED,BLU,BRO
277,278,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,38,MALE,WHITE,6,200,MED,BRO,BLN
278,279,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),36,MALE,WHITE,6.3,200,MED,BLU,BRO
279,280,ROBBERY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),41,MALE,BLACK,6.2,175,THN,BRO,BLK
280,281,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),29,MALE,BLACK HISPANIC,5.1,180,THN,BLK,BLN
281,282,ASSAULT,N,N,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),17,MALE,WHITE HISPANIC,5.1,200,HEA,BRO,BRO
282,283,ROBBERY,Y,Y,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),29,MALE,BLACK,5.11,210,MED,BLK,BLK
283,284,MENACING,N,N,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),(null),22,FEMALE,BLACK,6,180,MED,BRO,BLN
284,285,CPW,N,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),31,MALE,WHITE,6.1,170,THN,BRO,BLK
285,286,ASSAULT,Y,Y,Y,N,N,N,(null),(null),Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),36,MALE,BLACK,5.1,170,MED,BRO,BLK
286,287,ROBBERY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,33,FEMALE,WHITE HISPANIC,5.2,110,MED,BRO,BLK
